 -------------------------------------------------------------------
      1        6          -0.000000698    0.000029046    0.000043731
      2        6          -0.000016081   -0.000618294   -0.000149270
      3        1           0.000026492   -0.000001598   -0.000013070
      4        1          -0.000026618    0.000001252   -0.000013199
      5        1          -0.000012561    0.000052560   -0.000012974
      6        1           0.000014881    0.000036627   -0.000016170
      7        1           0.000014586    0.000500408    0.000160950
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
--
 -------------------------------------------------------------------
      1        6          -0.000000135    0.000047724    0.000130995
      2        6          -0.000021195   -0.001155170   -0.000412830
      3        1          -0.000002086    0.000003573    0.000007060
      4        1           0.000002052   -0.000000286    0.000006842
      5        1           0.000000671    0.000096562   -0.000014579
      6        1           0.000001996    0.000093343   -0.000014506
      7        1           0.000018699    0.000914254    0.000297018
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
--
 -------------------------------------------------------------------
      1        6          -0.000000121    0.000056415    0.000170758
      2        6          -0.000028009   -0.001590755   -0.000564064
      3        1          -0.000002364    0.000003795    0.000008319
      4        1           0.000002302    0.000000576    0.000008166
      5        1           0.000001730    0.000128838   -0.000019751
      6        1           0.000002476    0.000127350   -0.000019651
      7        1           0.000023987    0.001273782    0.000416223
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
--
 -------------------------------------------------------------------
      1        6          -0.000000217    0.000057075    0.000190359
      2        6          -0.000033438   -0.001946901   -0.000679354
      3        1          -0.000002519    0.000003797    0.000008525
      4        1           0.000002425    0.000001338    0.000008436
      5        1           0.000002426    0.000151945   -0.000024186
      6        1           0.000002665    0.000151520   -0.000024015
      7        1           0.000028658    0.001581226    0.000520235
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
--
 -------------------------------------------------------------------
      1        6          -0.000000400    0.000050741    0.000194802
      2        6          -0.000037859   -0.002237010   -0.000766659
      3        1          -0.000002625    0.000003682    0.000007958
      4        1           0.000002501    0.000001935    0.000007929
      5        1           0.000002829    0.000167471   -0.000028069
      6        1           0.000002846    0.000167881   -0.000027863
      7        1           0.000032709    0.001845300    0.000611902
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
--
 -------------------------------------------------------------------
      1        6          -0.000000656    0.000038355    0.000187929
      2        6          -0.000041448   -0.002472677   -0.000832438
      3        1          -0.000002698    0.000003441    0.000006786
      4        1           0.000002544    0.000002351    0.000006813
      5        1           0.000002991    0.000176793   -0.000031509
      6        1           0.000003037    0.000177914   -0.000031295
      7        1           0.000036231    0.002073824    0.000693714
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
--
 -------------------------------------------------------------------
      1        6          -0.000000978    0.000020768    0.000172624
      2        6          -0.000044336   -0.002662062   -0.000881272
      3        1          -0.000002756    0.000003055    0.000005149
      4        1           0.000002572    0.000002577    0.000005230
      5        1           0.000002981    0.000181050   -0.000034586
      6        1           0.000003213    0.000182814   -0.000034377
      7        1           0.000039304    0.002271798    0.000767231
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
--
 -------------------------------------------------------------------
      1        6          -0.000001358   -0.000001257    0.000150986
      2        6          -0.000046596   -0.002809364   -0.000915882
      3        1          -0.000002803    0.000002505    0.000003160
      4        1           0.000002587    0.000002604    0.000003290
      5        1           0.000002864    0.000181103   -0.000037345
      6        1           0.000003344    0.000183488   -0.000037143
      7        1           0.000041961    0.002440921    0.000832936
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
--
 -------------------------------------------------------------------
      1        6          -0.000001792   -0.000027022    0.000124511
      2        6          -0.000048256   -0.002915969   -0.000937656
      3        1          -0.000002844    0.000001769    0.000000912
      4        1           0.000002595    0.000002427    0.000001085
      5        1           0.000002695    0.000177556   -0.000039805
      6        1           0.000003402    0.000180570   -0.000039604
      7        1           0.000044200    0.002580669    0.000890557
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
--
 -------------------------------------------------------------------
      1        6          -0.000002278   -0.000055835    0.000094409
      2        6          -0.000049322   -0.002982477   -0.000947500
      3        1          -0.000002874    0.000000831   -0.000001521
      4        1           0.000002589    0.000002043   -0.000001310
      5        1           0.000002526    0.000170843   -0.000041955
      6        1           0.000003351    0.000174507   -0.000041744
      7        1           0.000046009    0.002690089    0.000939621
--
   CHANGE IN THE REACTION COORDINATE =    0.03205
