E[cm-1]	 P(E)
22846.000000	 1.000000e+00
22847.000000	 1.000000e+00
22848.000000	 1.000000e+00
22849.000000	 1.000000e+00
22850.000000	 1.000000e+00
22851.000000	 1.000000e+00
22852.000000	 1.000000e+00
22853.000000	 1.000000e+00
22854.000000	 1.000000e+00
22855.000000	 1.000000e+00
22856.000000	 1.000000e+00
22857.000000	 1.000000e+00
22858.000000	 1.000000e+00
22859.000000	 1.000000e+00
22860.000000	 1.000000e+00
22861.000000	 1.000000e+00
22862.000000	 1.000000e+00
22863.000000	 1.000000e+00
22864.000000	 1.000000e+00
22865.000000	 1.000000e+00
22866.000000	 1.000000e+00
22867.000000	 1.000000e+00
22868.000000	 1.000000e+00
22869.000000	 1.000000e+00
22870.000000	 1.000000e+00
22871.000000	 1.000000e+00
22872.000000	 1.000000e+00
22873.000000	 1.000000e+00
22874.000000	 1.000000e+00
22875.000000	 1.000000e+00
22876.000000	 1.000000e+00
22877.000000	 1.000000e+00
22878.000000	 1.000000e+00
22879.000000	 1.000000e+00
22880.000000	 1.000000e+00
22881.000000	 1.000000e+00
22882.000000	 1.000000e+00
22883.000000	 1.000000e+00
22884.000000	 1.000000e+00
22885.000000	 1.000000e+00
22886.000000	 1.000000e+00
22887.000000	 1.000000e+00
22888.000000	 1.000000e+00
22889.000000	 1.000000e+00
22890.000000	 1.000000e+00
22891.000000	 1.000000e+00
22892.000000	 1.000000e+00
22893.000000	 1.000000e+00
22894.000000	 1.000000e+00
22895.000000	 1.000000e+00
22896.000000	 1.000000e+00
22897.000000	 1.000000e+00
22898.000000	 1.000000e+00
22899.000000	 1.000000e+00
22900.000000	 1.000000e+00
22901.000000	 1.000000e+00
22902.000000	 1.000000e+00
22903.000000	 1.000000e+00
22904.000000	 1.000000e+00
22905.000000	 1.000000e+00
22906.000000	 1.000000e+00
22907.000000	 1.000000e+00
22908.000000	 1.000000e+00
22909.000000	 1.000000e+00
22910.000000	 1.000000e+00
22911.000000	 1.000000e+00
22912.000000	 1.000000e+00
22913.000000	 1.000000e+00
22914.000000	 1.000000e+00
22915.000000	 1.000000e+00
22916.000000	 1.000000e+00
22917.000000	 1.000000e+00
22918.000000	 1.000000e+00
22919.000000	 1.000000e+00
22920.000000	 1.000000e+00
22921.000000	 1.000000e+00
22922.000000	 1.000000e+00
22923.000000	 1.000000e+00
22924.000000	 1.000000e+00
22925.000000	 1.000000e+00
22926.000000	 1.000000e+00
22927.000000	 1.000000e+00
22928.000000	 1.000000e+00
22929.000000	 1.000000e+00
22930.000000	 1.000000e+00
22931.000000	 1.000000e+00
22932.000000	 1.000000e+00
22933.000000	 1.000000e+00
22934.000000	 1.000000e+00
22935.000000	 1.000000e+00
22936.000000	 1.000000e+00
22937.000000	 1.000000e+00
22938.000000	 1.000000e+00
22939.000000	 1.000000e+00
22940.000000	 1.000000e+00
22941.000000	 1.000000e+00
22942.000000	 1.000000e+00
22943.000000	 1.000000e+00
22944.000000	 1.000000e+00
22945.000000	 1.000000e+00
22946.000000	 1.000000e+00
22947.000000	 1.000000e+00
22948.000000	 1.000000e+00
22949.000000	 1.000000e+00
22950.000000	 1.000000e+00
22951.000000	 1.000000e+00
22952.000000	 1.000000e+00
22953.000000	 1.000000e+00
22954.000000	 1.000000e+00
22955.000000	 1.000000e+00
22956.000000	 1.000000e+00
22957.000000	 1.000000e+00
22958.000000	 1.000000e+00
22959.000000	 1.000000e+00
22960.000000	 1.000000e+00
22961.000000	 1.000000e+00
22962.000000	 1.000000e+00
22963.000000	 1.000000e+00
22964.000000	 1.000000e+00
22965.000000	 1.000000e+00
22966.000000	 1.000000e+00
22967.000000	 1.000000e+00
22968.000000	 1.000000e+00
22969.000000	 1.000000e+00
22970.000000	 1.000000e+00
22971.000000	 1.000000e+00
22972.000000	 1.000000e+00
22973.000000	 1.000000e+00
22974.000000	 1.000000e+00
22975.000000	 1.000000e+00
22976.000000	 1.000000e+00
22977.000000	 1.000000e+00
22978.000000	 1.000000e+00
22979.000000	 1.000000e+00
22980.000000	 1.000000e+00
22981.000000	 1.000000e+00
22982.000000	 1.000000e+00
22983.000000	 1.000000e+00
22984.000000	 1.000000e+00
22985.000000	 1.000000e+00
22986.000000	 1.000000e+00
22987.000000	 1.000000e+00
22988.000000	 1.000000e+00
22989.000000	 1.000000e+00
22990.000000	 1.000000e+00
22991.000000	 1.000000e+00
22992.000000	 1.000000e+00
22993.000000	 1.000000e+00
22994.000000	 1.000000e+00
22995.000000	 1.000000e+00
22996.000000	 1.000000e+00
22997.000000	 1.000000e+00
22998.000000	 1.000000e+00
22999.000000	 1.000000e+00
23000.000000	 1.000000e+00
23001.000000	 1.000000e+00
23002.000000	 1.000000e+00
23003.000000	 1.000000e+00
23004.000000	 1.000000e+00
23005.000000	 1.000000e+00
23006.000000	 1.000000e+00
23007.000000	 1.000000e+00
23008.000000	 1.000000e+00
23009.000000	 1.000000e+00
23010.000000	 1.000000e+00
23011.000000	 1.000000e+00
23012.000000	 1.000000e+00
23013.000000	 1.000000e+00
23014.000000	 1.000000e+00
23015.000000	 1.000000e+00
23016.000000	 1.000000e+00
23017.000000	 1.000000e+00
23018.000000	 1.000000e+00
23019.000000	 1.000000e+00
23020.000000	 1.000000e+00
23021.000000	 1.000000e+00
23022.000000	 1.000000e+00
23023.000000	 1.000000e+00
23024.000000	 1.000000e+00
23025.000000	 1.000000e+00
23026.000000	 1.000000e+00
23027.000000	 1.000000e+00
23028.000000	 1.000000e+00
23029.000000	 1.000000e+00
23030.000000	 1.000000e+00
23031.000000	 1.000000e+00
23032.000000	 1.000000e+00
23033.000000	 1.000000e+00
23034.000000	 1.000000e+00
23035.000000	 1.000000e+00
23036.000000	 1.000000e+00
23037.000000	 1.000000e+00
23038.000000	 1.000000e+00
23039.000000	 1.000000e+00
23040.000000	 1.000000e+00
23041.000000	 1.000000e+00
23042.000000	 1.000000e+00
23043.000000	 1.000000e+00
23044.000000	 1.000000e+00
23045.000000	 1.000000e+00
23046.000000	 1.000000e+00
23047.000000	 1.000000e+00
23048.000000	 1.000000e+00
23049.000000	 1.000000e+00
23050.000000	 1.000000e+00
23051.000000	 1.000000e+00
23052.000000	 1.000000e+00
23053.000000	 1.000000e+00
23054.000000	 1.000000e+00
23055.000000	 1.000000e+00
23056.000000	 1.000000e+00
23057.000000	 1.000000e+00
23058.000000	 1.000000e+00
23059.000000	 1.000000e+00
23060.000000	 1.000000e+00
23061.000000	 1.000000e+00
23062.000000	 1.000000e+00
23063.000000	 1.000000e+00
23064.000000	 1.000000e+00
23065.000000	 1.000000e+00
23066.000000	 1.000000e+00
23067.000000	 1.000000e+00
23068.000000	 1.000000e+00
23069.000000	 1.000000e+00
23070.000000	 1.000000e+00
23071.000000	 1.000000e+00
23072.000000	 1.000000e+00
23073.000000	 1.000000e+00
23074.000000	 1.000000e+00
23075.000000	 1.000000e+00
23076.000000	 1.000000e+00
23077.000000	 1.000000e+00
23078.000000	 1.000000e+00
23079.000000	 1.000000e+00
23080.000000	 1.000000e+00
23081.000000	 1.000000e+00
23082.000000	 1.000000e+00
23083.000000	 1.000000e+00
23084.000000	 1.000000e+00
23085.000000	 1.000000e+00
23086.000000	 1.000000e+00
23087.000000	 1.000000e+00
23088.000000	 1.000000e+00
23089.000000	 1.000000e+00
23090.000000	 1.000000e+00
23091.000000	 1.000000e+00
23092.000000	 1.000000e+00
23093.000000	 1.000000e+00
23094.000000	 1.000000e+00
23095.000000	 1.000000e+00
23096.000000	 1.000000e+00
23097.000000	 1.000000e+00
23098.000000	 1.000000e+00
23099.000000	 1.000000e+00
23100.000000	 1.000000e+00
23101.000000	 1.000000e+00
23102.000000	 1.000000e+00
23103.000000	 1.000000e+00
23104.000000	 1.000000e+00
23105.000000	 1.000000e+00
23106.000000	 1.000000e+00
23107.000000	 1.000000e+00
23108.000000	 1.000000e+00
23109.000000	 1.000000e+00
23110.000000	 1.000000e+00
23111.000000	 1.000000e+00
23112.000000	 1.000000e+00
23113.000000	 1.000000e+00
23114.000000	 1.000000e+00
23115.000000	 1.000000e+00
23116.000000	 1.000000e+00
23117.000000	 1.000000e+00
23118.000000	 1.000000e+00
23119.000000	 1.000000e+00
23120.000000	 1.000000e+00
23121.000000	 1.000000e+00
23122.000000	 1.000000e+00
23123.000000	 1.000000e+00
23124.000000	 1.000000e+00
23125.000000	 1.000000e+00
23126.000000	 1.000000e+00
23127.000000	 1.000000e+00
23128.000000	 1.000000e+00
23129.000000	 1.000000e+00
23130.000000	 1.000000e+00
23131.000000	 1.000000e+00
23132.000000	 1.000000e+00
23133.000000	 1.000000e+00
23134.000000	 1.000000e+00
23135.000000	 1.000000e+00
23136.000000	 1.000000e+00
23137.000000	 1.000000e+00
23138.000000	 1.000000e+00
23139.000000	 1.000000e+00
23140.000000	 1.000000e+00
23141.000000	 1.000000e+00
23142.000000	 1.000000e+00
23143.000000	 1.000000e+00
23144.000000	 1.000000e+00
23145.000000	 1.000000e+00
23146.000000	 1.000000e+00
23147.000000	 1.000000e+00
23148.000000	 1.000000e+00
23149.000000	 1.000000e+00
23150.000000	 1.000000e+00
23151.000000	 1.000000e+00
23152.000000	 1.000000e+00
23153.000000	 1.000000e+00
23154.000000	 1.000000e+00
23155.000000	 1.000000e+00
23156.000000	 1.000000e+00
23157.000000	 1.000000e+00
23158.000000	 1.000000e+00
23159.000000	 1.000000e+00
23160.000000	 1.000000e+00
23161.000000	 1.000000e+00
23162.000000	 1.000000e+00
23163.000000	 1.000000e+00
23164.000000	 1.000000e+00
23165.000000	 1.000000e+00
23166.000000	 1.000000e+00
23167.000000	 1.000000e+00
23168.000000	 1.000000e+00
23169.000000	 1.000000e+00
23170.000000	 1.000000e+00
23171.000000	 1.000000e+00
23172.000000	 1.000000e+00
23173.000000	 1.000000e+00
23174.000000	 1.000000e+00
23175.000000	 1.000000e+00
23176.000000	 1.000000e+00
23177.000000	 1.000000e+00
23178.000000	 1.000000e+00
23179.000000	 1.000000e+00
23180.000000	 1.000000e+00
23181.000000	 1.000000e+00
23182.000000	 1.000000e+00
23183.000000	 1.000000e+00
23184.000000	 1.000000e+00
23185.000000	 1.000000e+00
23186.000000	 1.000000e+00
23187.000000	 1.000000e+00
23188.000000	 1.000000e+00
23189.000000	 1.000000e+00
23190.000000	 1.000000e+00
23191.000000	 1.000000e+00
23192.000000	 1.000000e+00
23193.000000	 1.000000e+00
23194.000000	 1.000000e+00
23195.000000	 1.000000e+00
23196.000000	 1.000000e+00
23197.000000	 1.000000e+00
23198.000000	 1.000000e+00
23199.000000	 1.000000e+00
23200.000000	 1.000000e+00
23201.000000	 1.000000e+00
23202.000000	 1.000000e+00
23203.000000	 1.000000e+00
23204.000000	 1.000000e+00
23205.000000	 1.000000e+00
23206.000000	 1.000000e+00
23207.000000	 1.000000e+00
23208.000000	 1.000000e+00
23209.000000	 1.000000e+00
23210.000000	 1.000000e+00
23211.000000	 1.000000e+00
23212.000000	 1.000000e+00
23213.000000	 1.000000e+00
23214.000000	 1.000000e+00
23215.000000	 1.000000e+00
23216.000000	 1.000000e+00
23217.000000	 1.000000e+00
23218.000000	 1.000000e+00
23219.000000	 1.000000e+00
23220.000000	 1.000000e+00
23221.000000	 1.000000e+00
23222.000000	 1.000000e+00
23223.000000	 1.000000e+00
23224.000000	 1.000000e+00
23225.000000	 1.000000e+00
23226.000000	 1.000000e+00
23227.000000	 1.000000e+00
23228.000000	 1.000000e+00
23229.000000	 1.000000e+00
23230.000000	 1.000000e+00
23231.000000	 1.000000e+00
23232.000000	 1.000000e+00
23233.000000	 1.000000e+00
23234.000000	 1.000000e+00
23235.000000	 1.000000e+00
23236.000000	 1.000000e+00
23237.000000	 1.000000e+00
23238.000000	 1.000000e+00
23239.000000	 1.000000e+00
23240.000000	 1.000000e+00
23241.000000	 1.000000e+00
23242.000000	 1.000000e+00
23243.000000	 1.000000e+00
23244.000000	 1.000000e+00
23245.000000	 1.000000e+00
23246.000000	 1.000000e+00
23247.000000	 1.000000e+00
23248.000000	 1.000000e+00
23249.000000	 1.000000e+00
23250.000000	 1.000000e+00
23251.000000	 1.000000e+00
23252.000000	 1.000000e+00
23253.000000	 1.000000e+00
23254.000000	 1.000000e+00
23255.000000	 1.000000e+00
23256.000000	 1.000000e+00
23257.000000	 1.000000e+00
23258.000000	 1.000000e+00
23259.000000	 1.000000e+00
23260.000000	 1.000000e+00
23261.000000	 1.000000e+00
23262.000000	 1.000000e+00
23263.000000	 1.000000e+00
23264.000000	 1.000000e+00
23265.000000	 1.000000e+00
23266.000000	 1.000000e+00
23267.000000	 1.000000e+00
23268.000000	 1.000000e+00
23269.000000	 1.000000e+00
23270.000000	 1.000000e+00
23271.000000	 1.000000e+00
23272.000000	 1.000000e+00
23273.000000	 1.000000e+00
23274.000000	 1.000000e+00
23275.000000	 1.000000e+00
23276.000000	 1.000000e+00
23277.000000	 1.000000e+00
23278.000000	 1.000000e+00
23279.000000	 1.000000e+00
23280.000000	 1.000000e+00
23281.000000	 1.000000e+00
23282.000000	 1.000000e+00
23283.000000	 1.000000e+00
23284.000000	 1.000000e+00
23285.000000	 1.000000e+00
23286.000000	 1.000000e+00
23287.000000	 1.000000e+00
23288.000000	 1.000000e+00
23289.000000	 1.000000e+00
23290.000000	 1.000000e+00
23291.000000	 1.000000e+00
23292.000000	 1.000000e+00
23293.000000	 1.000000e+00
23294.000000	 1.000000e+00
23295.000000	 1.000000e+00
23296.000000	 1.000000e+00
23297.000000	 1.000000e+00
23298.000000	 1.000000e+00
23299.000000	 1.000000e+00
23300.000000	 1.000000e+00
23301.000000	 1.000000e+00
23302.000000	 1.000000e+00
23303.000000	 1.000000e+00
23304.000000	 1.000000e+00
23305.000000	 1.000000e+00
23306.000000	 1.000000e+00
23307.000000	 1.000000e+00
23308.000000	 1.000000e+00
23309.000000	 1.000000e+00
23310.000000	 1.000000e+00
23311.000000	 1.000000e+00
23312.000000	 1.000000e+00
23313.000000	 1.000000e+00
23314.000000	 1.000000e+00
23315.000000	 1.000000e+00
23316.000000	 1.000000e+00
23317.000000	 1.000000e+00
23318.000000	 1.000000e+00
23319.000000	 1.000000e+00
23320.000000	 1.000000e+00
23321.000000	 1.000000e+00
23322.000000	 1.000000e+00
23323.000000	 1.000000e+00
23324.000000	 1.000000e+00
23325.000000	 1.000000e+00
23326.000000	 1.000000e+00
23327.000000	 1.000000e+00
23328.000000	 1.000000e+00
23329.000000	 1.000000e+00
23330.000000	 1.000000e+00
23331.000000	 1.000000e+00
23332.000000	 1.000000e+00
23333.000000	 1.000000e+00
23334.000000	 1.000000e+00
23335.000000	 1.000000e+00
23336.000000	 1.000000e+00
23337.000000	 1.000000e+00
23338.000000	 1.000000e+00
23339.000000	 1.000000e+00
23340.000000	 1.000000e+00
23341.000000	 1.000000e+00
23342.000000	 1.000000e+00
23343.000000	 1.000000e+00
23344.000000	 1.000000e+00
23345.000000	 1.000000e+00
23346.000000	 1.000000e+00
23347.000000	 1.000000e+00
23348.000000	 1.000000e+00
23349.000000	 1.000000e+00
23350.000000	 1.000000e+00
23351.000000	 1.000000e+00
23352.000000	 1.000000e+00
23353.000000	 1.000000e+00
23354.000000	 1.000000e+00
23355.000000	 1.000000e+00
23356.000000	 1.000000e+00
23357.000000	 1.000000e+00
23358.000000	 1.000000e+00
23359.000000	 1.000000e+00
23360.000000	 1.000000e+00
23361.000000	 1.000000e+00
23362.000000	 1.000000e+00
23363.000000	 1.000000e+00
23364.000000	 1.000000e+00
23365.000000	 1.000000e+00
23366.000000	 1.000000e+00
23367.000000	 1.000000e+00
23368.000000	 1.000000e+00
23369.000000	 1.000000e+00
23370.000000	 1.000000e+00
23371.000000	 1.000000e+00
23372.000000	 1.000000e+00
23373.000000	 1.000000e+00
23374.000000	 1.000000e+00
23375.000000	 1.000000e+00
23376.000000	 1.000000e+00
23377.000000	 1.000000e+00
23378.000000	 1.000000e+00
23379.000000	 1.000000e+00
23380.000000	 1.000000e+00
23381.000000	 1.000000e+00
23382.000000	 1.000000e+00
23383.000000	 1.000000e+00
23384.000000	 1.000000e+00
23385.000000	 1.000000e+00
23386.000000	 1.000000e+00
23387.000000	 1.000000e+00
23388.000000	 1.000000e+00
23389.000000	 1.000000e+00
23390.000000	 1.000000e+00
23391.000000	 1.000000e+00
23392.000000	 1.000000e+00
23393.000000	 1.000000e+00
23394.000000	 1.000000e+00
23395.000000	 1.000000e+00
23396.000000	 1.000000e+00
23397.000000	 1.000000e+00
23398.000000	 1.000000e+00
23399.000000	 1.000000e+00
23400.000000	 1.000000e+00
23401.000000	 1.000000e+00
23402.000000	 1.000000e+00
23403.000000	 1.000000e+00
23404.000000	 1.000000e+00
23405.000000	 1.000000e+00
23406.000000	 1.000000e+00
23407.000000	 1.000000e+00
23408.000000	 1.000000e+00
23409.000000	 1.000000e+00
23410.000000	 1.000000e+00
23411.000000	 1.000000e+00
23412.000000	 1.000000e+00
23413.000000	 1.000000e+00
23414.000000	 1.000000e+00
23415.000000	 1.000000e+00
23416.000000	 1.000000e+00
23417.000000	 1.000000e+00
23418.000000	 1.000000e+00
23419.000000	 1.000000e+00
23420.000000	 1.000000e+00
23421.000000	 1.000000e+00
23422.000000	 1.000000e+00
23423.000000	 1.000000e+00
23424.000000	 1.000000e+00
23425.000000	 1.000000e+00
23426.000000	 1.000000e+00
23427.000000	 1.000000e+00
23428.000000	 1.000000e+00
23429.000000	 1.000000e+00
23430.000000	 1.000000e+00
23431.000000	 1.000000e+00
23432.000000	 1.000000e+00
23433.000000	 1.000000e+00
23434.000000	 1.000000e+00
23435.000000	 1.000000e+00
23436.000000	 1.000000e+00
23437.000000	 1.000000e+00
23438.000000	 1.000000e+00
23439.000000	 1.000000e+00
23440.000000	 1.000000e+00
23441.000000	 1.000000e+00
23442.000000	 1.000000e+00
23443.000000	 1.000000e+00
23444.000000	 1.000000e+00
23445.000000	 1.000000e+00
23446.000000	 1.000000e+00
23447.000000	 1.000000e+00
23448.000000	 1.000000e+00
23449.000000	 1.000000e+00
23450.000000	 1.000000e+00
23451.000000	 1.000000e+00
23452.000000	 1.000000e+00
23453.000000	 1.000000e+00
23454.000000	 1.000000e+00
23455.000000	 1.000000e+00
23456.000000	 1.000000e+00
23457.000000	 1.000000e+00
23458.000000	 1.000000e+00
23459.000000	 1.000000e+00
23460.000000	 1.000000e+00
23461.000000	 1.000000e+00
23462.000000	 1.000000e+00
23463.000000	 1.000000e+00
23464.000000	 1.000000e+00
23465.000000	 1.000000e+00
23466.000000	 1.000000e+00
23467.000000	 1.000000e+00
23468.000000	 1.000000e+00
23469.000000	 1.000000e+00
23470.000000	 1.000000e+00
23471.000000	 1.000000e+00
23472.000000	 1.000000e+00
23473.000000	 1.000000e+00
23474.000000	 1.000000e+00
23475.000000	 1.000000e+00
23476.000000	 1.000000e+00
23477.000000	 1.000000e+00
23478.000000	 1.000000e+00
23479.000000	 1.000000e+00
23480.000000	 1.000000e+00
23481.000000	 1.000000e+00
23482.000000	 1.000000e+00
23483.000000	 1.000000e+00
23484.000000	 1.000000e+00
23485.000000	 1.000000e+00
23486.000000	 1.000000e+00
23487.000000	 1.000000e+00
23488.000000	 1.000000e+00
23489.000000	 1.000000e+00
23490.000000	 1.000000e+00
23491.000000	 1.000000e+00
23492.000000	 1.000000e+00
23493.000000	 1.000000e+00
23494.000000	 1.000000e+00
23495.000000	 1.000000e+00
23496.000000	 1.000000e+00
23497.000000	 1.000000e+00
23498.000000	 1.000000e+00
23499.000000	 1.000000e+00
23500.000000	 1.000000e+00
23501.000000	 1.000000e+00
23502.000000	 1.000000e+00
23503.000000	 1.000000e+00
23504.000000	 1.000000e+00
23505.000000	 1.000000e+00
23506.000000	 1.000000e+00
23507.000000	 1.000000e+00
23508.000000	 1.000000e+00
23509.000000	 1.000000e+00
23510.000000	 1.000000e+00
23511.000000	 1.000000e+00
23512.000000	 1.000000e+00
23513.000000	 1.000000e+00
23514.000000	 1.000000e+00
23515.000000	 1.000000e+00
23516.000000	 1.000000e+00
23517.000000	 1.000000e+00
23518.000000	 1.000000e+00
23519.000000	 1.000000e+00
23520.000000	 1.000000e+00
23521.000000	 1.000000e+00
23522.000000	 1.000000e+00
23523.000000	 1.000000e+00
23524.000000	 1.000000e+00
23525.000000	 1.000000e+00
23526.000000	 1.000000e+00
23527.000000	 1.000000e+00
23528.000000	 1.000000e+00
23529.000000	 1.000000e+00
23530.000000	 1.000000e+00
23531.000000	 1.000000e+00
23532.000000	 1.000000e+00
23533.000000	 1.000000e+00
23534.000000	 1.000000e+00
23535.000000	 1.000000e+00
23536.000000	 1.000000e+00
23537.000000	 1.000000e+00
23538.000000	 1.000000e+00
23539.000000	 1.000000e+00
23540.000000	 1.000000e+00
23541.000000	 1.000000e+00
23542.000000	 1.000000e+00
23543.000000	 1.000000e+00
23544.000000	 1.000000e+00
23545.000000	 1.000000e+00
23546.000000	 1.000000e+00
23547.000000	 1.000000e+00
23548.000000	 1.000000e+00
23549.000000	 1.000000e+00
23550.000000	 1.000000e+00
23551.000000	 1.000000e+00
23552.000000	 1.000000e+00
23553.000000	 1.000000e+00
23554.000000	 1.000000e+00
23555.000000	 1.000000e+00
23556.000000	 1.000000e+00
23557.000000	 1.000000e+00
23558.000000	 1.000000e+00
23559.000000	 1.000000e+00
23560.000000	 1.000000e+00
23561.000000	 1.000000e+00
23562.000000	 1.000000e+00
23563.000000	 1.000000e+00
23564.000000	 1.000000e+00
23565.000000	 1.000000e+00
23566.000000	 1.000000e+00
23567.000000	 1.000000e+00
23568.000000	 1.000000e+00
23569.000000	 1.000000e+00
23570.000000	 1.000000e+00
23571.000000	 1.000000e+00
23572.000000	 1.000000e+00
23573.000000	 1.000000e+00
23574.000000	 1.000000e+00
23575.000000	 1.000000e+00
23576.000000	 1.000000e+00
23577.000000	 1.000000e+00
23578.000000	 1.000000e+00
23579.000000	 1.000000e+00
23580.000000	 1.000000e+00
23581.000000	 1.000000e+00
23582.000000	 1.000000e+00
23583.000000	 1.000000e+00
23584.000000	 1.000000e+00
23585.000000	 1.000000e+00
23586.000000	 1.000000e+00
23587.000000	 1.000000e+00
23588.000000	 1.000000e+00
23589.000000	 1.000000e+00
23590.000000	 1.000000e+00
23591.000000	 1.000000e+00
23592.000000	 1.000000e+00
23593.000000	 1.000000e+00
23594.000000	 1.000000e+00
23595.000000	 1.000000e+00
23596.000000	 1.000000e+00
23597.000000	 1.000000e+00
23598.000000	 1.000000e+00
23599.000000	 1.000000e+00
23600.000000	 1.000000e+00
23601.000000	 1.000000e+00
23602.000000	 1.000000e+00
23603.000000	 1.000000e+00
23604.000000	 1.000000e+00
23605.000000	 1.000000e+00
23606.000000	 1.000000e+00
23607.000000	 1.000000e+00
23608.000000	 1.000000e+00
23609.000000	 1.000000e+00
23610.000000	 1.000000e+00
23611.000000	 1.000000e+00
23612.000000	 1.000000e+00
23613.000000	 1.000000e+00
23614.000000	 1.000000e+00
23615.000000	 1.000000e+00
23616.000000	 1.000000e+00
23617.000000	 1.000000e+00
23618.000000	 1.000000e+00
23619.000000	 1.000000e+00
23620.000000	 1.000000e+00
23621.000000	 1.000000e+00
23622.000000	 1.000000e+00
23623.000000	 1.000000e+00
23624.000000	 1.000000e+00
23625.000000	 1.000000e+00
23626.000000	 1.000000e+00
23627.000000	 1.000000e+00
23628.000000	 1.000000e+00
23629.000000	 1.000000e+00
23630.000000	 1.000000e+00
23631.000000	 1.000000e+00
23632.000000	 1.000000e+00
23633.000000	 1.000000e+00
23634.000000	 1.000000e+00
23635.000000	 1.000000e+00
23636.000000	 1.000000e+00
23637.000000	 1.000000e+00
23638.000000	 1.000000e+00
23639.000000	 1.000000e+00
23640.000000	 1.000000e+00
23641.000000	 1.000000e+00
23642.000000	 1.000000e+00
23643.000000	 1.000000e+00
23644.000000	 1.000000e+00
23645.000000	 1.000000e+00
23646.000000	 1.000000e+00
23647.000000	 1.000000e+00
23648.000000	 1.000000e+00
23649.000000	 1.000000e+00
23650.000000	 1.000000e+00
23651.000000	 1.000000e+00
23652.000000	 1.000000e+00
23653.000000	 1.000000e+00
23654.000000	 1.000000e+00
23655.000000	 1.000000e+00
23656.000000	 1.000000e+00
23657.000000	 1.000000e+00
23658.000000	 1.000000e+00
23659.000000	 1.000000e+00
23660.000000	 1.000000e+00
23661.000000	 1.000000e+00
23662.000000	 1.000000e+00
23663.000000	 1.000000e+00
23664.000000	 1.000000e+00
23665.000000	 1.000000e+00
23666.000000	 1.000000e+00
23667.000000	 1.000000e+00
23668.000000	 1.000000e+00
23669.000000	 1.000000e+00
23670.000000	 1.000000e+00
23671.000000	 1.000000e+00
23672.000000	 1.000000e+00
23673.000000	 1.000000e+00
23674.000000	 1.000000e+00
23675.000000	 1.000000e+00
23676.000000	 1.000000e+00
23677.000000	 1.000000e+00
23678.000000	 1.000000e+00
23679.000000	 1.000000e+00
23680.000000	 1.000000e+00
23681.000000	 1.000000e+00
23682.000000	 1.000000e+00
23683.000000	 1.000000e+00
23684.000000	 1.000000e+00
23685.000000	 1.000000e+00
23686.000000	 1.000000e+00
23687.000000	 1.000000e+00
23688.000000	 1.000000e+00
23689.000000	 1.000000e+00
23690.000000	 1.000000e+00
23691.000000	 1.000000e+00
23692.000000	 1.000000e+00
23693.000000	 1.000000e+00
23694.000000	 1.000000e+00
23695.000000	 1.000000e+00
23696.000000	 1.000000e+00
23697.000000	 1.000000e+00
23698.000000	 1.000000e+00
23699.000000	 1.000000e+00
23700.000000	 1.000000e+00
23701.000000	 1.000000e+00
23702.000000	 1.000000e+00
23703.000000	 1.000000e+00
23704.000000	 1.000000e+00
23705.000000	 1.000000e+00
23706.000000	 1.000000e+00
23707.000000	 1.000000e+00
23708.000000	 1.000000e+00
23709.000000	 1.000000e+00
23710.000000	 1.000000e+00
23711.000000	 1.000000e+00
23712.000000	 1.000000e+00
23713.000000	 1.000000e+00
23714.000000	 1.000000e+00
23715.000000	 1.000000e+00
23716.000000	 1.000000e+00
23717.000000	 1.000000e+00
23718.000000	 1.000000e+00
23719.000000	 1.000000e+00
23720.000000	 1.000000e+00
23721.000000	 1.000000e+00
23722.000000	 1.000000e+00
23723.000000	 1.000000e+00
23724.000000	 1.000000e+00
23725.000000	 1.000000e+00
23726.000000	 1.000000e+00
23727.000000	 1.000000e+00
23728.000000	 1.000000e+00
23729.000000	 1.000000e+00
23730.000000	 1.000000e+00
23731.000000	 1.000000e+00
23732.000000	 1.000000e+00
23733.000000	 1.000000e+00
23734.000000	 1.000000e+00
23735.000000	 1.000000e+00
23736.000000	 1.000000e+00
23737.000000	 1.000000e+00
23738.000000	 1.000000e+00
23739.000000	 1.000000e+00
23740.000000	 1.000000e+00
23741.000000	 1.000000e+00
23742.000000	 1.000000e+00
23743.000000	 1.000000e+00
23744.000000	 1.000000e+00
23745.000000	 1.000000e+00
23746.000000	 1.000000e+00
23747.000000	 1.000000e+00
23748.000000	 1.000000e+00
23749.000000	 1.000000e+00
23750.000000	 1.000000e+00
23751.000000	 1.000000e+00
23752.000000	 1.000000e+00
23753.000000	 1.000000e+00
23754.000000	 1.000000e+00
23755.000000	 1.000000e+00
23756.000000	 1.000000e+00
23757.000000	 1.000000e+00
23758.000000	 1.000000e+00
23759.000000	 1.000000e+00
23760.000000	 1.000000e+00
23761.000000	 1.000000e+00
23762.000000	 1.000000e+00
23763.000000	 1.000000e+00
23764.000000	 1.000000e+00
23765.000000	 1.000000e+00
23766.000000	 1.000000e+00
23767.000000	 1.000000e+00
23768.000000	 1.000000e+00
23769.000000	 1.000000e+00
23770.000000	 1.000000e+00
23771.000000	 1.000000e+00
23772.000000	 1.000000e+00
23773.000000	 1.000000e+00
23774.000000	 1.000000e+00
23775.000000	 1.000000e+00
23776.000000	 1.000000e+00
23777.000000	 1.000000e+00
